genre,color,top,left,font_size,run_date
new tribe,"rgb(89, 159, 186)",13347px,785px,101%,20211202
portuguese contemporary classical,"rgb(40, 160, 131)",19027px,431px,100%,20211202
torch song,"rgb(65, 150, 13)",18301px,764px,103%,20211202
orchestral performance,"rgb(43, 150, 132)",19227px,364px,100%,20211202
dresden indie,"rgb(161, 130, 44)",9319px,503px,100%,20211202
pop house,"rgb(206, 122, 52)",1416px,977px,104%,20211202
balfolk,"rgb(117, 154, 57)",13359px,539px,100%,20211202
afro psych,"rgb(164, 126, 61)",10113px,890px,100%,20211202
underground power pop,"rgb(174, 121, 17)",8051px,460px,101%,20211202
classic finnish rock,"rgb(141, 132, 15)",12053px,668px,101%,20211202
danish pop,"rgb(166, 136, 10)",5263px,859px,106%,20211202
belarusian punk,"rgb(205, 101, 17)",6422px,541px,100%,20211202
country gospel,"rgb(90, 149, 16)",15799px,900px,101%,20211202
piano mpb,"rgb(89, 157, 156)",16275px,785px,100%,20211202
dark electro,"rgb(209, 118, 92)",1204px,668px,101%,20211202
classic iskelma,"rgb(121, 143, 7)",13188px,713px,101%,20211202
halifax indie,"rgb(167, 128, 40)",8950px,516px,100%,20211202
viet instrumental,"rgb(91, 166, 146)",14075px,623px,100%,20211202
canterbury scene,"rgb(125, 132, 82)",13151px,460px,100%,20211202
melbourne indie,"rgb(144, 139, 56)",11742px,492px,101%,20211202
korean pop,"rgb(138, 148, 33)",10544px,599px,105%,20211202
spanish indie rock,"rgb(190, 114, 61)",7204px,352px,100%,20211202
glam rock,"rgb(172, 112, 25)",10494px,532px,110%,20211202
hyperpop en espanol,"rgb(153, 149, 23)",5331px,890px,101%,20211202
san diego indie,"rgb(175, 121, 50)",7253px,403px,101%,20211202
hard bass,"rgb(230, 102, 110)",1387px,1099px,101%,20211202
latinx alternative,"rgb(174, 132, 23)",6704px,861px,101%,20211202
belgian indie,"rgb(145, 139, 48)",8174px,534px,101%,20211202
black sludge,"rgb(185, 105, 146)",10567px,185px,100%,20211202
yacht rock,"rgb(140, 132, 25)",10282px,743px,108%,20211202
northeast indian hip hop,"rgb(146, 150, 17)",8930px,1015px,100%,20211202
kenyan alternative,"rgb(138, 147, 30)",9517px,968px,100%,20211202
croatian rock,"rgb(179, 121, 14)",6806px,626px,101%,20211202
rap regio,"rgb(144, 152, 24)",5419px,1056px,101%,20211202
reggae tuga,"rgb(163, 143, 33)",4684px,1055px,101%,20211202
chill pop,"rgb(118, 152, 21)",9902px,792px,103%,20211202
classic house,"rgb(196, 125, 115)",860px,1199px,101%,20211202
muzica etno,"rgb(175, 141, 3)",7550px,1086px,100%,20211202
bronx hip hop,"rgb(181, 111, 19)",5555px,1163px,102%,20211202
swiss contemporary classical,"rgb(33, 150, 124)",19369px,369px,100%,20211202
swedish folk pop,"rgb(114, 148, 40)",11545px,632px,100%,20211202
asbury park indie,"rgb(160, 124, 32)",9850px,527px,101%,20211202
belo horizonte indie,"rgb(133, 144, 26)",10025px,728px,101%,20211202
romanian pop,"rgb(181, 136, 41)",2673px,973px,103%,20211202
italian alternative,"rgb(151, 132, 30)",10332px,589px,102%,20211202
channel islands indie,"rgb(150, 139, 37)",9914px,567px,101%,20211202
blues mexicano,"rgb(142, 132, 34)",11345px,693px,100%,20211202
austrian pop,"rgb(154, 143, 36)",5608px,764px,101%,20211202
zeuhl,"rgb(130, 128, 107)",13126px,446px,100%,20211202
houston indie,"rgb(161, 131, 62)",9545px,415px,100%,20211202
rock paraibano,"rgb(180, 128, 56)",7645px,579px,100%,20211202
ecuadorian alternative rock,"rgb(182, 118, 45)",7584px,521px,100%,20211202
eurodance,"rgb(210, 120, 46)",1456px,910px,107%,20211202
orquesta cubana,"rgb(152, 122, 84)",14492px,938px,100%,20211202
uk alternative pop,"rgb(149, 141, 28)",7030px,672px,104%,20211202
london indie,"rgb(168, 130, 28)",7756px,503px,101%,20211202
hamburg indie,"rgb(162, 132, 26)",7657px,555px,100%,20211202
german indie pop,"rgb(157, 140, 45)",5095px,769px,100%,20211202
cajun,"rgb(137, 132, 50)",13953px,783px,100%,20211202
rotterdam indie,"rgb(173, 124, 46)",9293px,421px,100%,20211202
rosario indie,"rgb(172, 132, 42)",5860px,512px,100%,20211202
deep neofolk,"rgb(96, 155, 56)",13236px,477px,100%,20211202
riot grrrl,"rgb(193, 102, 50)",9777px,442px,101%,20211202
deathrock,"rgb(196, 103, 82)",5966px,323px,100%,20211202
sophisti-pop,"rgb(165, 127, 25)",5163px,771px,106%,20211202
spanish noise pop,"rgb(174, 127, 62)",6887px,411px,101%,20211202
japanese rockabilly,"rgb(209, 100, 23)",6533px,481px,100%,20211202
macedonian pop,"rgb(169, 131, 9)",6769px,648px,100%,20211202
rock mineiro,"rgb(184, 125, 16)",5042px,562px,102%,20211202
hip pop,"rgb(166, 132, 6)",4696px,1006px,113%,20211202
musique touareg,"rgb(127, 146, 51)",14051px,914px,100%,20211202
visor,"rgb(72, 153, 11)",17122px,865px,100%,20211202
uzbek traditional,"rgb(60, 159, 49)",18327px,715px,100%,20211202
instrumental acoustic guitar,"rgb(67, 175, 192)",16208px,778px,101%,20211202
hungarian folk,"rgb(125, 143, 36)",12004px,794px,100%,20211202
classic russian rock,"rgb(152, 125, 22)",9777px,707px,103%,20211202
galician folk,"rgb(127, 148, 59)",12371px,446px,100%,20211202
japanese edm,"rgb(222, 119, 63)",2673px,569px,100%,20211202
oklahoma country,"rgb(110, 138, 21)",14063px,803px,104%,20211202
dutch rock,"rgb(149, 132, 14)",9665px,615px,105%,20211202
phoenix indie,"rgb(175, 123, 35)",7657px,440px,100%,20211202
northamptonshire indie,"rgb(170, 130, 69)",5549px,429px,100%,20211202
brostep,"rgb(215, 123, 79)",2407px,792px,107%,20211202
australian rockabilly,"rgb(189, 111, 18)",10742px,668px,100%,20211202
polyphonies corses,"rgb(86, 157, 12)",16077px,340px,100%,20211202
welsh hip hop,"rgb(176, 129, 52)",6231px,954px,100%,20211202
tape club,"rgb(152, 132, 61)",10532px,488px,100%,20211202
spanish synthpop,"rgb(193, 128, 37)",2043px,842px,101%,20211202
scandipop,"rgb(167, 141, 28)",3560px,930px,105%,20211202
traprun,"rgb(189, 140, 76)",3387px,738px,104%,20211202
classic soul,"rgb(126, 130, 15)",13089px,805px,108%,20211202
tropical alternativo,"rgb(168, 141, 56)",4946px,948px,101%,20211202
scottish indie,"rgb(164, 126, 56)",7928px,397px,102%,20211202
chill baile,"rgb(162, 141, 72)",3519px,1110px,100%,20211202
british post-rock,"rgb(128, 143, 182)",10567px,287px,100%,20211202
g-house,"rgb(180, 138, 61)",2408px,1088px,103%,20211202
classic thai pop,"rgb(131, 148, 9)",8382px,713px,101%,20211202
japanese old school hip hop,"rgb(190, 114, 37)",3957px,1045px,101%,20211202
progressive metal,"rgb(182, 115, 52)",7351px,265px,104%,20211202
flamenco fusion,"rgb(184, 124, 10)",8505px,966px,101%,20211202
austrian punk,"rgb(223, 92, 26)",5090px,335px,100%,20211202
deep melodic hard rock,"rgb(210, 100, 20)",7192px,280px,100%,20211202
brutal deathcore,"rgb(229, 71, 92)",6213px,206px,100%,20211202
tamaulipas indie,"rgb(186, 121, 16)",5475px,417px,100%,20211202
nwothm,"rgb(222, 85, 47)",6887px,233px,100%,20211202
metal uruguayo,"rgb(210, 97, 45)",6286px,265px,100%,20211202
musica jibara,"rgb(130, 143, 17)",13200px,1017px,100%,20211202
sheilat,"rgb(156, 133, 0)",12089px,821px,100%,20211202
swedish death metal,"rgb(230, 69, 117)",7645px,151px,102%,20211202
tennessee metal,"rgb(212, 85, 101)",8627px,208px,100%,20211202
lapland metal,"rgb(209, 97, 58)",4390px,254px,100%,20211202
swedish hardcore,"rgb(229, 60, 77)",9581px,172px,100%,20211202
bikutsi,"rgb(206, 122, 16)",8419px,1008px,100%,20211202
action rock,"rgb(226, 81, 33)",7106px,197px,100%,20211202
belgian metal,"rgb(219, 78, 91)",7620px,188px,100%,20211202
carnaval cadiz,"rgb(176, 107, 9)",11195px,851px,101%,20211202
surabaya indie,"rgb(197, 110, 31)",6669px,329px,100%,20211202
neo classical metal,"rgb(209, 96, 56)",5954px,244px,103%,20211202
italian stoner rock,"rgb(185, 112, 130)",9646px,190px,100%,20211202
wassoulou,"rgb(156, 138, 24)",10556px,985px,100%,20211202
nijisanji,"rgb(218, 114, 18)",2487px,505px,100%,20211202
nagpuri pop,"rgb(184, 121, 6)",8275px,892px,100%,20211202
folk metal latinoamericano,"rgb(206, 103, 54)",8258px,252px,100%,20211202
czech hardcore,"rgb(227, 86, 25)",4758px,329px,100%,20211202
venezuelan metal,"rgb(219, 80, 73)",7376px,201px,100%,20211202
modern hard rock,"rgb(208, 102, 19)",6079px,298px,104%,20211202
chilean black metal,"rgb(204, 70, 125)",10181px,107px,100%,20211202
folklore veracruzano,"rgb(154, 139, 20)",14479px,987px,100%,20211202
latin american heavy psych,"rgb(178, 116, 138)",10680px,208px,100%,20211202
chakra,"rgb(43, 93, 198)",18380px,62px,100%,20211202
atlanta metal,"rgb(228, 79, 67)",5647px,213px,101%,20211202
romanian metal,"rgb(208, 93, 84)",7437px,194px,100%,20211202
brazilian punk rock,"rgb(228, 85, 25)",7424px,325px,101%,20211202
canadian black metal,"rgb(199, 71, 162)",9658px,79px,100%,20211202
australian ambient,"rgb(85, 146, 199)",13692px,381px,100%,20211202
proto-techno,"rgb(169, 113, 135)",4684px,872px,101%,20211202
irish electronic,"rgb(179, 139, 181)",1733px,1075px,100%,20211202
gotlandsk musik,"rgb(116, 145, 37)",13606px,557px,100%,20211202
victorian britain,"rgb(35, 154, 137)",19633px,226px,100%,20211202
bolero mexicano,"rgb(90, 150, 12)",16658px,870px,102%,20211202
brill building pop,"rgb(116, 134, 11)",14443px,675px,110%,20211202
cowboy western,"rgb(91, 143, 15)",15666px,863px,101%,20211202
japanese prog,"rgb(166, 113, 108)",11606px,413px,100%,20211202
neo-psicodelia brasileira,"rgb(152, 131, 71)",11779px,442px,100%,20211202
aarhus indie,"rgb(153, 132, 62)",11482px,458px,100%,20211202
dansktop,"rgb(137, 139, 13)",11171px,755px,101%,20211202
tamil hip hop,"rgb(172, 134, 21)",5985px,926px,102%,20211202
rhythm game,"rgb(210, 111, 109)",3334px,454px,101%,20211202
tamil indie,"rgb(138, 148, 41)",8100px,769px,100%,20211202
bush ballad,"rgb(99, 150, 9)",14137px,936px,100%,20211202
deep tropical house,"rgb(184, 142, 56)",2407px,940px,105%,20211202
paraguayan rock,"rgb(189, 119, 22)",5796px,581px,100%,20211202
ethiopian traditional,"rgb(72, 149, 50)",17745px,865px,100%,20211202
reggaeton cristiano,"rgb(185, 139, 4)",5269px,1021px,102%,20211202
canadian post-rock,"rgb(127, 135, 165)",12158px,306px,100%,20211202
arkansas country,"rgb(112, 135, 7)",14742px,944px,103%,20211202
glasgow indie,"rgb(175, 125, 47)",6286px,391px,101%,20211202
alternative roots rock,"rgb(167, 125, 28)",10085px,462px,101%,20211202
deep disco,"rgb(179, 115, 49)",4433px,1045px,100%,20211202
kelowna bc indie,"rgb(198, 108, 28)",5276px,342px,100%,20211202
eastern bloc groove,"rgb(135, 132, 60)",13347px,638px,100%,20211202
pinoy idol pop,"rgb(164, 140, 30)",4327px,859px,101%,20211202
yugoslav rock,"rgb(168, 126, 12)",8211px,609px,101%,20211202
australian underground hip hop,"rgb(180, 125, 16)",8230px,1010px,101%,20211202
concepcion indie,"rgb(183, 125, 27)",8679px,419px,101%,20211202
scottish new wave,"rgb(174, 117, 41)",6595px,525px,102%,20211202
tulum,"rgb(166, 124, 68)",12581px,419px,100%,20211202
rap italiano old school,"rgb(182, 119, 23)",7843px,1055px,101%,20211202
hip hop,"rgb(172, 125, 11)",6219px,1080px,131%,20211202
piratenmuziek,"rgb(153, 134, 11)",8703px,753px,100%,20211202
hungarian underground rap,"rgb(174, 124, 35)",9977px,1102px,100%,20211202
soulful house,"rgb(185, 132, 111)",963px,1249px,101%,20211202
deep east coast hip hop,"rgb(172, 114, 23)",6119px,1119px,100%,20211202
british contemporary classical,"rgb(33, 159, 124)",19251px,298px,101%,20211202
contrabass,"rgb(34, 162, 189)",19027px,354px,100%,20211202
classic swedish pop,"rgb(141, 136, 11)",10582px,705px,104%,20211202
neo-classical,"rgb(44, 169, 215)",17930px,475px,106%,20211202
electric bass,"rgb(100, 142, 115)",14467px,821px,101%,20211202
german dance,"rgb(202, 127, 42)",1783px,920px,106%,20211202
musica catalana,"rgb(160, 133, 14)",7890px,733px,102%,20211202
italian violin,"rgb(42, 168, 94)",18695px,448px,100%,20211202
icelandic folk,"rgb(100, 154, 40)",13545px,664px,101%,20211202
yoik,"rgb(82, 153, 41)",14455px,523px,100%,20211202
sinhala indie,"rgb(138, 152, 16)",9357px,783px,100%,20211202
psychedelic blues-rock,"rgb(171, 113, 50)",12023px,494px,100%,20211202
downtempo deathcore,"rgb(228, 74, 77)",6176px,270px,100%,20211202
louisville indie,"rgb(153, 130, 43)",10951px,450px,101%,20211202
ukrainian pop,"rgb(183, 130, 8)",4225px,774px,102%,20211202
dundee indie,"rgb(174, 118, 48)",9109px,399px,100%,20211202
italian classical piano,"rgb(33, 165, 214)",19633px,584px,100%,20211202
polish indie rock,"rgb(175, 125, 52)",5941px,427px,100%,20211202
protopunk,"rgb(175, 107, 39)",11693px,501px,104%,20211202
ranchera,"rgb(124, 148, 14)",12432px,892px,115%,20211202
japanese trap,"rgb(176, 142, 9)",4142px,981px,102%,20211202
buffalo hip hop,"rgb(153, 136, 12)",9307px,954px,101%,20211202
polish noise rock,"rgb(174, 112, 122)",10344px,300px,100%,20211202
mariachi cristiano,"rgb(126, 153, 32)",10829px,781px,102%,20211202
anime rap,"rgb(173, 133, 12)",5994px,1032px,102%,20211202
lagu maluku,"rgb(120, 148, 19)",10233px,702px,100%,20211202
karadeniz turkuleri,"rgb(153, 132, 13)",11458px,718px,103%,20211202
northern soul,"rgb(149, 123, 11)",11792px,762px,103%,20211202
chinese folk,"rgb(130, 149, 13)",11681px,471px,100%,20211202
asian american hip hop,"rgb(167, 138, 9)",5175px,1042px,102%,20211202
disney svenska,"rgb(116, 134, 2)",13371px,884px,100%,20211202
german ccm,"rgb(124, 141, 21)",10498px,672px,100%,20211202
british folk,"rgb(87, 154, 29)",14885px,785px,102%,20211202
rap metal espanol,"rgb(221, 93, 30)",4869px,530px,100%,20211202
taiwan classical performance,"rgb(46, 157, 175)",18671px,534px,100%,20211202
ryukoka,"rgb(73, 161, 18)",18301px,562px,100%,20211202
czech rock,"rgb(161, 127, 13)",9964px,607px,102%,20211202
cornetas y tambores,"rgb(90, 140, 166)",16977px,550px,100%,20211202
slap house,"rgb(204, 129, 63)",2055px,865px,111%,20211202
latin worship,"rgb(155, 139, 20)",7927px,518px,105%,20211202
cardiff indie,"rgb(153, 134, 59)",10766px,469px,100%,20211202
fan chant,"rgb(176, 67, 113)",17295px,425px,100%,20211202
deathgrass,"rgb(182, 110, 28)",11558px,555px,100%,20211202
triangle indie,"rgb(167, 121, 54)",11027px,415px,100%,20211202
modern blues rock,"rgb(178, 117, 35)",10582px,521px,106%,20211202
socal indie,"rgb(166, 120, 60)",9948px,425px,101%,20211202
afrobeat brasileiro,"rgb(173, 130, 107)",7500px,920px,101%,20211202
thai indie pop,"rgb(161, 137, 22)",5857px,655px,102%,20211202
perth indie,"rgb(160, 132, 35)",8642px,492px,101%,20211202
rebetiko,"rgb(118, 147, 20)",15575px,880px,100%,20211202
orlando indie,"rgb(183, 113, 26)",7743px,444px,101%,20211202
k-pop,"rgb(179, 133, 22)",5491px,767px,119%,20211202
opm,"rgb(125, 149, 14)",10436px,591px,108%,20211202
brazilian blues,"rgb(166, 128, 45)",9481px,715px,100%,20211202
norrlandsk hip hop,"rgb(164, 134, 22)",10076px,993px,100%,20211202
okinawan folk,"rgb(141, 142, 18)",9431px,635px,100%,20211202
toronto indie,"rgb(154, 132, 48)",9456px,450px,101%,20211202
pub rock,"rgb(181, 107, 25)",10519px,505px,103%,20211202
romanian rap,"rgb(168, 134, 24)",8567px,1069px,101%,20211202
piano house,"rgb(197, 127, 135)",1276px,1169px,100%,20211202
neofolk,"rgb(127, 134, 102)",10839px,335px,100%,20211202
classic luk thung,"rgb(114, 153, 4)",13040px,591px,100%,20211202
papuri,"rgb(122, 148, 16)",11407px,475px,101%,20211202
russian shoegaze,"rgb(174, 123, 136)",7805px,268px,100%,20211202
iowa hip hop,"rgb(150, 145, 10)",7831px,1055px,100%,20211202
rap df,"rgb(135, 150, 28)",6607px,1155px,102%,20211202
bay area hip hop,"rgb(168, 132, 5)",5281px,1104px,100%,20211202
dungeon synth,"rgb(113, 132, 192)",11632px,160px,100%,20211202
south african house,"rgb(163, 147, 116)",1338px,1251px,101%,20211202
danish techno,"rgb(176, 139, 194)",1437px,1153px,100%,20211202
experimental ambient,"rgb(83, 151, 191)",14172px,306px,101%,20211202
indian electronic,"rgb(162, 145, 154)",3598px,1008px,100%,20211202
norwegian techno,"rgb(171, 143, 200)",1597px,1128px,100%,20211202
danish experimental,"rgb(112, 135, 168)",12757px,427px,100%,20211202
swazi traditional,"rgb(66, 134, 39)",17904px,1025px,100%,20211202
anime lo-fi,"rgb(78, 162, 196)",10298px,950px,103%,20211202
electronica venezuela,"rgb(199, 137, 194)",291px,1397px,100%,20211202
early modern classical,"rgb(33, 155, 154)",19885px,362px,102%,20211202
tango,"rgb(79, 148, 78)",18539px,924px,101%,20211202
italian renaissance,"rgb(31, 166, 79)",20020px,239px,100%,20211202
dancefloor dnb,"rgb(220, 134, 88)",1850px,618px,103%,20211202
bandoneon,"rgb(80, 153, 109)",18274px,635px,100%,20211202
michigan indie,"rgb(138, 135, 33)",11913px,572px,100%,20211202
bangalore indie,"rgb(146, 142, 60)",8530px,648px,100%,20211202
brazilian jazz,"rgb(91, 153, 81)",15772px,857px,102%,20211202
velha guarda,"rgb(115, 141, 27)",15125px,810px,102%,20211202
singaporean indie,"rgb(153, 132, 58)",10814px,417px,100%,20211202
classic japanese jazz,"rgb(108, 143, 130)",14286px,755px,100%,20211202
adoracion,"rgb(159, 139, 20)",8591px,629px,101%,20211202
caucasian classical,"rgb(65, 145, 180)",18885px,336px,100%,20211202
kolsche karneval,"rgb(179, 119, 5)",7366px,745px,101%,20211202
kansas indie,"rgb(164, 130, 52)",9183px,481px,100%,20211202
hungarian indie,"rgb(176, 129, 49)",6657px,481px,100%,20211202
bury st edmunds indie,"rgb(179, 105, 52)",10668px,369px,100%,20211202
russian reggae,"rgb(172, 131, 12)",7488px,969px,101%,20211202
jazz pop,"rgb(86, 155, 22)",14603px,812px,105%,20211202
leeds indie,"rgb(182, 117, 41)",6826px,379px,100%,20211202
indie tucumano,"rgb(158, 134, 40)",8235px,518px,100%,20211202
indie electropop,"rgb(148, 148, 18)",6204px,720px,104%,20211202
canadian contemporary r&b,"rgb(126, 152, 35)",10406px,808px,110%,20211202
rap baixada fluminense,"rgb(147, 141, 18)",10815px,1012px,101%,20211202
rap sureno chileno,"rgb(174, 131, 23)",10323px,1045px,100%,20211202
medieval folk,"rgb(126, 143, 77)",10826px,352px,102%,20211202
zillertal,"rgb(184, 132, 27)",7169px,832px,100%,20211202
school choir,"rgb(79, 145, 27)",15866px,411px,100%,20211202
bangladeshi rock,"rgb(173, 123, 18)",6967px,581px,100%,20211202
minnesota hip hop,"rgb(169, 131, 19)",7994px,1015px,103%,20211202
retro soul,"rgb(160, 130, 22)",8579px,832px,102%,20211202
deep southern soul,"rgb(128, 134, 19)",12053px,844px,100%,20211202
norwegian hip hop,"rgb(172, 130, 22)",7140px,1034px,101%,20211202
antilliaanse folklore,"rgb(140, 141, 53)",11935px,1013px,100%,20211202
neue deutsche todeskunst,"rgb(178, 123, 64)",3930px,433px,100%,20211202
j-rap,"rgb(179, 132, 20)",5080px,1000px,103%,20211202
rap boricua,"rgb(170, 131, 21)",10274px,1082px,101%,20211202
greek hip hop,"rgb(177, 130, 21)",5331px,1042px,102%,20211202
hyphy,"rgb(171, 128, 3)",6345px,1104px,103%,20211202
israeli techno,"rgb(182, 148, 211)",462px,1309px,100%,20211202
korean worship,"rgb(109, 154, 48)",12409px,460px,100%,20211202
newcastle indie,"rgb(166, 125, 43)",9281px,385px,100%,20211202
indie trujillano,"rgb(178, 124, 53)",7327px,435px,100%,20211202
sarangi,"rgb(111, 140, 59)",15706px,490px,100%,20211202
cimbalova muzika,"rgb(71, 166, 15)",18221px,512px,100%,20211202
rock nacional,"rgb(137, 137, 29)",11620px,713px,106%,20211202
estonian jazz,"rgb(88, 157, 120)",15178px,710px,100%,20211202
bossa nova,"rgb(105, 148, 56)",14742px,853px,105%,20211202
scottish jazz,"rgb(85, 148, 122)",16342px,825px,100%,20211202
ryukyu ongaku,"rgb(118, 151, 24)",11942px,710px,100%,20211202
finlandssvenska musik,"rgb(145, 143, 11)",9158px,615px,100%,20211202
manipuri pop,"rgb(136, 154, 12)",8591px,816px,100%,20211202
australian rock,"rgb(170, 123, 17)",8790px,579px,106%,20211202
rosary,"rgb(70, 164, 39)",15839px,346px,101%,20211202
omaha indie,"rgb(154, 128, 35)",10915px,484px,101%,20211202
wuhan indie,"rgb(164, 133, 57)",7425px,484px,100%,20211202
german blues,"rgb(146, 132, 33)",11420px,823px,100%,20211202
funk evangelico,"rgb(179, 131, 5)",5130px,1056px,100%,20211202
swedish eurodance,"rgb(208, 118, 21)",2091px,906px,101%,20211202
cambridgeshire indie,"rgb(150, 134, 38)",11111px,479px,101%,20211202
classic uk pop,"rgb(136, 133, 11)",11891px,655px,107%,20211202
ostrock,"rgb(151, 132, 16)",9231px,668px,100%,20211202
italian adult pop,"rgb(143, 139, 8)",11483px,638px,108%,20211202
funk carioca,"rgb(183, 134, 4)",6678px,1135px,113%,20211202
indie michoacano,"rgb(151, 139, 43)",6942px,576px,100%,20211202
rap catarinense,"rgb(141, 144, 15)",9928px,1004px,100%,20211202
